,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
MtCM,83.1421163447441,-0.0211420022420255,0.281645298866648,-0.0750660576515986,0.940162153672543,0.99927135372114
35kd_ag,6401.58112399932,0.584691306324793,0.587167790865763,0.995782322226294,0.319355921313754,0.99927135372114
MTS2823,6.3081455426391,1.10904101949319,0.69377394740972,1.59856250531446,0.109917846520451,0.955211086808915
P55,1155.1592074664,0.246941363512212,0.371360270765325,0.66496441044514,0.506073256615975,0.99927135372114
PE1,287.725272588124,-0.216827813529439,0.242692525222021,-0.893426006141228,0.371629080981733,0.99927135372114
PE12,691.944184683747,0.0394118704212145,0.305312492394062,0.129086989242308,0.897288816950047,0.99927135372114
PE13,928.00302605745,-0.286234805307961,0.498502811831003,-0.574188948416598,0.565839947085172,0.99927135372114
PE14,25.7401219256468,0.246099803728102,0.335214201291207,0.734156854871165,0.462853145611835,0.99927135372114
PE15,106.060893700515,0.000583435530401405,0.497630632050724,0.00117242688215772,0.999064538906368,0.999275846972973
PE16,236.493130731962,-0.459567362369472,0.321283114610886,-1.43041243523198,0.152598681311844,0.99927135372114
PE17,566.924465444536,0.0151159163568923,0.317745842497143,0.047572349768914,0.962057068759041,0.99927135372114
PE18,6.86418133657801,-2.44819930962997,1.42926285616259,-1.71291046924923,0.0867290119386532,0.923556849856087
PE19,2442.18310829353,0.0993602039967175,0.39344258902903,0.252540540265168,0.800623282696892,0.99927135372114
PE2,119.023511051123,0.0518233600354231,0.213933521701448,0.242240484909814,0.808593826598655,0.99927135372114
PE20,175.355587895446,0.347226861597925,0.417947834642162,0.830789952280081,0.406092299788139,0.99927135372114
PE22,157.562445825157,-0.570648505899579,0.395963158614214,-1.44116565767565,0.149537887982083,0.99927135372114
PE23,312.544234624629,0.485371939518517,0.314287960575177,1.54435422416513,0.122502543077899,0.963298749280899
PE24,57.4402046570949,-0.324384460080035,0.495613726731348,-0.654510645254727,0.512782871076205,0.99927135372114
PE25,655.718376933969,0.147704644763028,0.539344610286045,0.273859499003228,0.784192597171287,0.99927135372114
PE26,1042.80161901338,0.217224933867789,0.348944065360959,0.622520786083821,0.533599480211115,0.99927135372114
PE27,68.2385578790013,0.0570455140690296,0.333368987206933,0.171118239122884,0.864130794645544,0.99927135372114
PE29,33.3377028105112,-0.0850729862114101,0.4280516460906,-0.198744677163101,0.842462473765895,0.99927135372114
PE3,161.465803568322,-0.307538880205031,0.366652843976126,-0.83877402086933,0.401596131738623,0.99927135372114
PE31,244.655115453051,-0.419532999905209,0.401099276185101,-1.04595800794116,0.295580420367173,0.99927135372114
PE32,74.337759143808,0.134480815018802,0.46201241282387,0.291076194678063,0.770993045934986,0.99927135372114
PE33,14.7245757192702,0.251817276132597,0.36728056680459,0.685626463505691,0.492948689323189,0.99927135372114
PE34,85.7192637222202,-0.0239718744781086,0.306027696020998,-0.0783323692260318,0.937563669641067,0.99927135372114
