,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
MtCM,111.441529683431,0.353885824895768,0.681906182761233,0.518965561307544,0.603784757191254,0.763334792064916
35kd_ag,2912.77384562438,-1.53428740796823,0.481287099782507,-3.18788392346601,0.00143318057022359,0.0115720706873634
MTS2823,9.95264398688661,3.52781540848513,2.1793041184161,1.61878068263787,0.105494459886938,NA
P55,2073.57102650364,1.65009814283917,0.478550424401027,3.44811760412605,0.000564508184447361,0.00575424088566508
PE1,271.692529940048,-0.503166322586615,0.591302099639208,-0.850946280917368,0.39479919426377,0.590227672170981
PE12,792.0811982641,0.0485402974947932,0.491956048845229,0.0986679554174242,0.921401912550107,0.953976727640262
PE13,1467.86743106129,0.0611777011650566,0.476989440140596,0.128257978094911,0.897944819002062,0.939176979058279
PE14,32.2998503160567,-0.37187404514676,1.08853591564466,-0.34162772197234,0.732631071976265,NA
PE15,321.427611480899,-0.244337434654536,0.683167422284912,-0.357653814693518,0.720602400258767,0.836433739211969
PE16,178.910345109521,-1.14742147045018,0.607404580495328,-1.88905633460071,0.0588842805455105,0.170418035461125
PE17,694.616678414738,0.349569604555076,0.502753711352295,0.695309843889192,0.48686114651293,0.675073338395701
PE18,6.67266250229159,-6.94747276051442,2.62492909869064,-2.64672777789692,0.00812747494471249,NA
PE19,2978.10432038398,0.251901390833915,0.480630723663666,0.524105885103987,0.600204895508838,0.761346189215405
PE2,131.188262857788,-0.215146661613644,0.659696867492238,-0.326129578925393,0.744326318646154,0.850856293619675
PE20,91.5679664723945,-1.41539343255974,0.720121643144438,-1.9654921443263,0.0493573040043749,0.151395221759055
PE22,172.042059510679,-0.122118845340102,0.736097958063183,-0.165900263684226,0.868235439980464,0.925698163104574
PE23,564.245321903804,1.80512775552439,0.537460052481009,3.35862683596967,0.000783307651200276,0.00737348273706383
PE24,44.0397063643367,-1.56997666132592,0.959033701022734,-1.63704013701674,0.101622083342841,NA
PE25,1053.08346945646,0.563854375249051,0.485511916245383,1.16136052768697,0.245495314132172,0.443622776272142
PE26,1075.86881905521,0.24704326903145,0.497323062703455,0.496746054141385,0.619368141301622,0.773685999120848
PE27,60.388513693388,-1.96207886902061,0.832424534799478,-2.35706515965829,0.0184200143847976,0.076228420418454
PE29,27.1906933041829,-1.53371434489776,1.12367912725044,-1.36490418634957,0.172283166323831,NA
PE3,127.590606140926,-1.82474090849704,0.658052556876721,-2.77294098993811,0.00555521933347675,0.0322815107724869
PE31,331.553201913656,0.522058090060156,0.546825996080245,0.954706056044097,0.33972636644517,0.541040264213499
PE32,46.3767136325109,-2.25910624625554,0.91709077834567,-2.46333983461345,0.0137649379758449,NA
PE33,13.3381761122413,-0.81560288114646,1.49749279857167,-0.544645611601199,0.585997278110727,NA
PE34,79.3088246022935,-0.372641186470849,0.778401086936145,-0.478726446718616,0.632133248873398,0.780369688834411
PE35,855.81619824082,-0.300660497785342,0.489199225409164,-0.614597248255801,0.538820732133431,0.718297869065159
